left_index,left_side,similarity,right_side,right_index
4124,senior hardware design engineer,0.8499174,hardware design engineer,3616
4031,senior hardware engineer,0.91525525,junior hardware engineer,5182
4031,senior hardware engineer,0.8427124,senior hardware manager,1909
1909,senior hardware manager,0.8427124,senior hardware engineer,4031
4892,senior hardware networking engineer,0.8836984,hardware networking engineer,3487
4486,senior help desk engineer,0.8456245,help desk engineer,3739
4486,senior help desk engineer,0.8456245,helpdesk engineer,3561
3748,senior highway engineer,0.93567044,junior highway engineer,4167
3748,senior highway engineer,0.8361781,highway engineer,3467
6389,senior hris analyst,0.80587804,hris analyst,6284
3794,senior hse engineer,0.8671547,senior hse engineer senior hse trainer,4542
4542,senior hse engineer senior hse trainer,0.8671547,senior hse engineer,3794
6104,senior implementation analyst,0.8614128,senior implementation engineer,4304
6104,senior implementation analyst,0.8452978,implementation analyst,6128
4304,senior implementation engineer,0.8614128,senior implementation analyst,6104
4304,senior implementation engineer,0.83933,implementation engineer,3608
3874,senior industrial engineer,0.92003477,junior industrial engineer,4227
3874,senior industrial engineer,0.87229544,industrial engineer,3459
6306,senior information analyst,0.8578749,information analyst,6123
6011,senior information security analyst,0.9163861,information security analyst,5914
6011,senior information security analyst,0.8541837,senior information security engineer,4508
6011,senior information security analyst,0.83302176,senior manager information security,2763
4508,senior information security engineer,0.91297114,information security engineer,3793
4508,senior information security engineer,0.8541837,senior information security analyst,6011
4508,senior information security engineer,0.84499204,senior manager information security,2763
3627,senior information technology engineer,0.85355216,engineer information technology,4779
3627,senior information technology engineer,0.8360133,senior manager information technology,543
6247,senior infrastructure analyst,0.9044687,infrastructure analyst,5986
6247,senior infrastructure analyst,0.8543181,senior infrastructure engineer,3908
6247,senior infrastructure analyst,0.808764,senior manager infrastructure,1378
3908,senior infrastructure engineer,0.89932007,infrastructure engineer,3558
3908,senior infrastructure engineer,0.8543181,senior infrastructure analyst,6247
3908,senior infrastructure engineer,0.8241428,senior manager infrastructure,1378
3902,senior inspection engineer,0.844625,inspection engineer,3452
3902,senior inspection engineer,0.8105981,inspection engineer e,5221
4413,senior installation engineer,0.8664147,installation engineer,3567
3564,senior instrument engineer,0.9052456,junior instrument engineer,4267
3564,senior instrument engineer,0.8454031,instrument engineer,3411
4185,senior integration engineer,0.84343,integration engineer,3678
6461,senior interface analyst,0.87060195,interface analyst,6444
6737,senior key account executive,0.90337574,key account executive,6700
584,senior key account manager,0.85109687,key account manager,306
6876,senior key account sale officer,0.9267954,key account sale officer,6976
1977,senior key relationship manager,0.90943253,key relationship manager,482
6576,senior knowledge analyst,0.88562495,knowledge analyst,6242
5832,senior landscape architect,0.89124656,landscape architect,5835
6310,senior lead business analyst,0.85271776,lead business analyst,5912
284,senior manager,0.9104621,senior manager p,3046
284,senior manager,0.878092,senior manager r,1395
284,senior manager,0.82560706,manager senior manager,889
3095,senior manager ad sale,0.8474702,manager ad sale,1979
607,senior manager administration,0.8519161,senior manager hr administration,787
1897,senior manager architect,0.8585424,manager architect,1404
1897,senior manager architect,0.8413082,senior architect,5771
2577,senior manager business intelligence,0.93947667,manager business intelligence,1413
2577,senior manager business intelligence,0.8446587,senior business intelligence analyst,6261
2577,senior manager business intelligence,0.8019027,business intelligence analyst,5982
826,senior manager civil,0.8100901,manager civil,526
2338,senior manager client servicing,0.91723055,manager client servicing,742
2338,senior manager client servicing,0.8279957,account manager client servicing,1255
2338,senior manager client servicing,0.823346,assistant manager client servicing,1086
2338,senior manager client servicing,0.81286556,deputy manager client servicing,3199
3074,senior manager communication,0.8085756,senior manager corporate communication,2569
1089,senior manager contract,0.85093963,manager contract,667
2569,senior manager corporate communication,0.85649043,corporate communication manager,1003
2569,senior manager corporate communication,0.8551514,assistant manager corporate communication,1693
2569,senior manager corporate communication,0.8461631,deputy manager corporate communication,2822
2569,senior manager corporate communication,0.8085756,senior manager communication,3074
1888,senior manager corporate finance,0.9176354,manager corporate finance,1381
1888,senior manager corporate finance,0.8241544,assistant manager corporate finance,1663
1884,senior manager corporate hr,0.90196174,manager corporate hr,1554
2423,senior manager costing,0.8457567,manager costing,1030
2340,senior manager credit control,0.9163801,manager credit control,582
2340,senior manager credit control,0.82164943,assistant manager credit control,1033
1116,senior manager customer service,0.81869656,senior customer service engineer,4239
1116,senior manager customer service,0.80569273,assistant manager customer service,624
1008,senior manager design,0.86612433,junior manager design,2208
1008,senior manager design,0.82758427,senior manager design engineering,2781
2781,senior manager design engineering,0.82758427,senior manager design,1008
2087,senior manager digital marketing,0.84495836,assistant manager digital marketing,1041
2087,senior manager digital marketing,0.8210921,senior digital marketing analyst,6358
2087,senior manager digital marketing,0.8142368,digital marketing manager,557
757,senior manager electrical,0.88892937,junior manager electrical,1208
757,senior manager electrical,0.85599756,manager electrical,527
2186,senior manager electrical instrumentation,0.9330622,manager electrical instrumentation,1818
2186,senior manager electrical instrumentation,0.87309146,senior electrical instrumentation engineer,4369
2186,senior manager electrical instrumentation,0.85535586,assistant manager electrical instrumentation,1369
2186,senior manager electrical instrumentation,0.8299679,electrical instrumentation engineer,3619
2186,senior manager electrical instrumentation,0.8218266,assistant engineer electrical instrumentation,4917
2186,senior manager electrical instrumentation,0.8097295,project engineer electrical instrumentation,4868
2005,senior manager engineering project,0.84799474,senior engineering project manager,1108
451,senior manager finance,0.8741463,junior manager finance,1290
451,senior manager finance,0.8336916,manager finance,3264
451,senior manager finance,0.81460357,senior manager finance account,472
472,senior manager finance account,0.81460357,senior manager finance,451
393,senior manager hr,0.80828243,junior manager hr,1297
3285,senior manager hr admin,0.874745,manager hr admin,496
3285,senior manager hr admin,0.8289986,senior manager hr administration,787
787,senior manager hr administration,0.91576296,manager hr administration,1136
787,senior manager hr administration,0.8519161,senior manager administration,607
787,senior manager hr administration,0.8289986,senior manager hr admin,3285
787,senior manager hr administration,0.8249389,assistant manager hr administration,588
1157,senior manager hr ir,0.85179085,manager hr ir,988
1513,senior manager human resource,0.8555395,general manager human resource,1781
1748,senior manager indirect taxation,0.9316448,manager indirect taxation,770
1748,senior manager indirect taxation,0.8524571,assistant manager indirect taxation,1105
1748,senior manager indirect taxation,0.843336,deputy manager indirect taxation,1921
2763,senior manager information security,0.87071687,information security manager,945
2763,senior manager information security,0.8511525,assistant manager information security,1796
2763,senior manager information security,0.84499204,senior information security engineer,4508
2763,senior manager information security,0.83302176,senior information security analyst,6011
2763,senior manager information security,0.82103926,information security engineer,3793
2763,senior manager information security,0.8068891,information security analyst,5914
543,senior manager information technology,0.9101102,engineer information technology,4779
543,senior manager information technology,0.8654365,assistant manager information technology,418
543,senior manager information technology,0.85642743,deputy manager information technology,570
543,senior manager information technology,0.8360133,senior information technology engineer,3627
543,senior manager information technology,0.82254666,chief manager information technology,1313
1378,senior manager infrastructure,0.8291742,infrastructure manager,706
1378,senior manager infrastructure,0.8241428,senior infrastructure engineer,3908
1378,senior manager infrastructure,0.81953025,assistant manager infrastructure,3142
1378,senior manager infrastructure,0.808764,senior infrastructure analyst,6247
1378,senior manager infrastructure,0.801859,project manager infrastructure,1236
1478,senior manager instrumentation,0.8959222,manager instrumentation,711
993,senior manager internal audit,0.9096592,manager internal audit,657
993,senior manager internal audit,0.8083224,assistant manager internal audit,641
1310,senior manager international business,0.9244898,manager international business,1215
1310,senior manager international business,0.8642246,sale manager international business,2855
1310,senior manager international business,0.8379227,assistant manager international business,1757
1310,senior manager international business,0.81883204,general manager international business,1675
2932,senior manager investment,0.8055761,investment manager,1843
965,senior manager learning development,0.93528605,manager learning development,599
965,senior manager learning development,0.85991794,assistant manager learning development,1007
965,senior manager learning development,0.8511677,deputy manager learning development,2246
684,senior manager legal,0.89250195,junior manager legal,2945
872,senior manager logistics,0.849169,senior engineer logistics,5088
612,senior manager maintenance,0.90191984,junior manager maintenance,2747
612,senior manager maintenance,0.8141373,senior engineer maintenance,3464
849,senior manager manufacturing,0.8724631,senior engineer manufacturing,3650
849,senior manager manufacturing,0.8194258,manager manufacturing engineering,1384
849,senior manager manufacturing,0.8137753,assistant manager manufacturing,822
849,senior manager manufacturing,0.8025061,deputy manager manufacturing,1182
1235,senior manager material,0.8624079,manager material,555
807,senior manager mechanical,0.86402476,manager mechanical,554
807,senior manager mechanical,0.8091958,senior engineer mechanical,3446
2099,senior manager mechanical maintenance,0.92041916,manager mechanical maintenance,782
2099,senior manager mechanical maintenance,0.8888156,senior mechanical maintenance engineer,4118
2099,senior manager mechanical maintenance,0.829728,assistant manager mechanical maintenance,923
2099,senior manager mechanical maintenance,0.82296026,junior engineer mechanical maintenance,3715
2099,senior manager mechanical maintenance,0.81953347,deputy manager mechanical maintenance,2261
3249,senior manager nri relationship manager,0.82756585,nri relationship manager,739
3046,senior manager p,0.9104621,senior manager,284
2710,senior manager plant engineering,0.86254454,manager plant engineering,1900
1257,senior manager product development,0.8736763,senior engineer product development,3713
1257,senior manager product development,0.8357326,product development manager,540
1257,senior manager product development,0.8148093,assistant manager product development,1312
1257,senior manager product development,0.8039569,deputy manager product development,1222
1607,senior manager program management,0.9089745,manager program management,1186
1607,senior manager program management,0.80697274,assistant manager program management,1747
519,senior manager project management,0.8876389,manager project management,1034
519,senior manager project management,0.825401,engineer project management,3812
619,senior manager purchase,0.8264222,senior engineer purchase,3522
3021,senior manager purchase logistics,0.93477213,manager purchase logistics,2182
3021,senior manager purchase logistics,0.8151458,dy dot manager purchase logistics,2823
786,senior manager qa,0.8113717,junior manager qa,2602
734,senior manager quality assurance,0.9129828,manager quality assurance,432
734,senior manager quality assurance,0.818873,assistant manager quality assurance,400
734,senior manager quality assurance,0.8078513,junior engineer quality assurance,3577
734,senior manager quality assurance,0.804046,deputy manager quality assurance,576
734,senior manager quality assurance,0.8003061,senior quality assurance engineer,3447
1311,senior manager quality control,0.9118576,manager quality control,610
1311,senior manager quality control,0.8126658,assistant manager quality control,569
1311,senior manager quality control,0.805585,junior engineer quality control,3758
1311,senior manager quality control,0.8017218,deputy manager quality control,939
1395,senior manager r,0.878092,senior manager,284
2202,senior manager recruitment,0.8250009,account manager recruitment,3269
2202,senior manager recruitment,0.82028925,assistant manager recruitment,982
2202,senior manager recruitment,0.8198725,recruitment manager,518
2202,senior manager recruitment,0.8141457,senior recruitment analyst,6595
2202,senior manager recruitment,0.8096742,deputy manager recruitment,2525
1600,senior manager regulatory affair,0.8877323,assistant manager regulatory affair,1126
1600,senior manager regulatory affair,0.8780324,regulatory affair manager,857
1600,senior manager regulatory affair,0.8057359,manager regulatory affair regulated market,2205
513,senior manager sale marketing,0.88476837,manager sale marketing,387
513,senior manager sale marketing,0.8359893,senior engineer sale marketing,3926
2785,senior manager sale operation,0.88440037,manager sale operation,740
1173,senior manager scm,0.8005511,manager scm,572
1473,senior manager sourcing,0.81789964,senior engineer sourcing,4576
3186,senior manager strategic planning,0.9311251,manager strategic planning,2288
2156,senior manager strategic sourcing,0.93157864,manager strategic sourcing,902
2156,senior manager strategic sourcing,0.852322,assistant manager strategic sourcing,1452
2156,senior manager strategic sourcing,0.84319407,deputy manager strategic sourcing,2816
2156,senior manager strategic sourcing,0.809469,strategic sourcing engineer,5158
3000,senior manager structural design,0.8402618,senior structural design engineer,4552
831,senior manager supply chain,0.83223367,senior supply chain engineer,4473
831,senior manager supply chain,0.81022596,senior supply chain analyst,6276
831,senior manager supply chain,0.8012816,assistant manager supply chain,488
1415,senior manager talent acquisition,0.9302402,manager talent acquisition,616
1415,senior manager talent acquisition,0.8495908,assistant manager talent acquisition,738
1036,senior manager taxation,0.86724126,manager taxation,617
1072,senior manager technology,0.89044654,manager technology,813
1690,senior manager training development,0.9213947,manager training development,896
1690,senior manager training development,0.83168703,assistant manager training development,1094
2570,senior manager underwriting,0.8527317,assistant manager underwriting,1739
2521,senior manager unit head,0.80764025,state manager unit head,2607
1418,senior manager warehouse,0.8076338,assistant manager warehouse,571
6273,senior market research analyst,0.9166515,market research analyst,5917
6335,senior market risk analyst,0.9122076,market risk analyst,6194
471,senior marketing manager,0.8556645,marketing manager,315
4118,senior mechanical maintenance engineer,0.90655506,mechanical maintenance engineer,3407
4118,senior mechanical maintenance engineer,0.8888156,senior manager mechanical maintenance,2099
4118,senior mechanical maintenance engineer,0.83641404,manager mechanical maintenance,782
4118,senior mechanical maintenance engineer,0.8228168,junior engineer mechanical maintenance,3715
4118,senior mechanical maintenance engineer,0.8130098,mechanical maintenance engineer trainee,5144
6366,senior medical analyst,0.84407747,medical analyst,6117
6323,senior medium analyst,0.85644233,medium analyst,6018
3681,senior mep engineer,0.8738826,junior mep engineer,5043
1719,senior merchandising manager,0.8856479,merchandising manager,792
4410,senior mining engineer,0.8753051,junior mining engineer,4408
6082,senior network analyst,0.81586635,network analyst,5941
3441,senior network engineer,0.90928125,junior network engineer,4340
3782,senior network security engineer,0.8764475,network security engineer,3495
4099,senior network support engineer,0.85493153,network support engineer,3434
4099,senior network support engineer,0.8206885,network support engineer l,4781
3974,senior officer engineering,0.9148757,junior officer engineering,5018
5087,senior packaging engineer,0.8667468,packaging engineer,3954
6210,senior payroll analyst,0.86521566,payroll analyst,5992
6210,senior payroll analyst,0.83465457,hr payroll analyst,6552
4982,senior pcb design engineer,0.84360355,pcb design engineer,3895
6363,senior performance analyst,0.8427586,performance analyst,6001
6363,senior performance analyst,0.80162895,senior performance engineer,4219
4219,senior performance engineer,0.8263333,performance engineer,3763
4219,senior performance engineer,0.80162895,senior performance analyst,6363
3986,senior performance test engineer,0.8711108,performance test engineer,3535
4610,senior physical design engineer,0.87671167,physical design engineer,3721
4456,senior pipeline engineer,0.8454032,pipeline engineer,3881
5616,senior piping construction engineer,0.8922525,piping construction engineer,4274
4402,senior piping design engineer,0.8699622,piping design engineer,3563
3639,senior piping engineer,0.899364,junior piping engineer,5381
5266,senior piping material engineer,0.86982423,piping material engineer,4354
4479,senior piping stress engineer,0.87762666,piping stress engineer,3917
3494,senior planning engineer,0.8925459,junior planning engineer,3976
3494,senior planning engineer,0.80621487,planning engineer,3413
4614,senior plumbing engineer,0.897074,plumbing engineer,3897
6029,senior pmo analyst,0.80154777,pmo analyst,5924
1211,senior portfolio manager,0.9000651,portfolio manager,441
5328,senior power system engineer,0.88869035,power system engineer,4360
2789,senior practice manager,0.8512383,practice manager,1832
2145,senior prahri manager,0.9000813,prahri manager,1642
3846,senior principal engineer,0.8727946,principal engineer,3490
4109,senior principal infrastructure engineer,0.9415402,principal infrastructure engineer,3873
2256,senior priority relationship manager,0.9306871,priority relationship manager,903
5902,senior process analyst,0.84386206,process analyst,5887
4966,senior process design engineer,0.89080614,process design engineer,3915
3526,senior process engineer,0.88142544,junior process engineer,4355
3526,senior process engineer,0.83356994,process engineer,3403
6021,senior procurement analyst,0.8723436,procurement analyst,5946
6021,senior procurement analyst,0.83500683,senior procurement engineer,3689
3689,senior procurement engineer,0.8662169,procurement engineer,3500
3689,senior procurement engineer,0.83500683,senior procurement analyst,6021
4334,senior product design engineer,0.8853327,product design engineer,3553
3596,senior product engineer,0.8063834,product engineer,3435
3952,senior product support engineer,0.8914097,product support engineer,3628
3408,senior production engineer,0.8252759,production engineer,3371
475,senior production manager,0.82456636,production manager,309
6227,senior program analyst,0.8437397,program analyst,5899
662,senior program manager,0.8452168,program manager,338
5925,senior programmer analyst,0.91525334,junior programmer analyst,6502
5925,senior programmer analyst,0.8798177,programmer analyst,5878
6853,senior project accountant,0.8698151,project accountant,6744
6131,senior project analyst,0.8213324,project analyst,6004
5817,senior project architect,0.89128554,project architect,5775
4521,senior project control engineer,0.90386754,project control engineer,3920
3399,senior project engineer,0.86750627,junior project engineer,4012
3399,senior project engineer,0.84623337,senior project engineer mep,4994
3399,senior project engineer,0.8031434,senior project engineer civil,3789
3789,senior project engineer civil,0.8757795,project engineer civil,3488
3789,senior project engineer civil,0.8031434,senior project engineer,3399
3755,senior project engineer electrical,0.8028549,senior electrical engineer electrical project,4390
4130,senior project engineer mechanical,0.8990366,project engineer mechanical,3475
4994,senior project engineer mep,0.8609973,project engineer mep,3859
4994,senior project engineer mep,0.84623337,senior project engineer,3399
6320,senior project management analyst,0.87298363,project management analyst,6085
334,senior project manager,0.8581366,junior project manager,726
5344,senior project planning engineer,0.902627,project planning engineer,3787
5344,senior project planning engineer,0.815043,manager project planning,1746
1734,senior property manager,0.8429485,property manager,481
4342,senior proposal engineer,0.8728487,proposal engineer,3869
4379,senior protection engineer,0.84787357,protection engineer,3962
6568,senior provisioning analyst,0.90549755,provisioning analyst,6218
4235,senior qa automation engineer,0.85647374,qa automation engineer,3654
3443,senior qa engineer,0.8652375,junior qa engineer,3779
5888,senior quality analyst,0.89831346,junior quality analyst,6224
6010,senior quality assurance analyst,0.8759608,quality assurance analyst,5943
6010,senior quality assurance analyst,0.8466255,senior quality assurance engineer,3447
3447,senior quality assurance engineer,0.86630195,quality assurance engineer,3508
3447,senior quality assurance engineer,0.8466255,senior quality assurance analyst,6010
3447,senior quality assurance engineer,0.8003061,senior manager quality assurance,734
3431,senior quality engineer,0.8908177,junior quality engineer,3538
6595,senior recruitment analyst,0.8828756,recruitment analyst,6122
6595,senior recruitment analyst,0.8141457,senior manager recruitment,2202
967,senior regional business manager,0.880672,regional business manager,351
2653,senior regional credit manager,0.8824448,regional credit manager,636
668,senior regional sale manager,0.8356664,regional sale manager,296
310,senior relationship manager,0.912828,junior relationship manager,1175
310,senior relationship manager,0.83701473,relationship manager,280
2958,senior relationship manager bancassurance,0.9235373,relationship manager bancassurance,2049
4652,senior release engineer,0.8060268,release engineer,4325
4572,senior reliability engineer,0.8852743,reliability engineer,4006
4572,senior reliability engineer,0.8038795,site reliability engineer,3963
6047,senior reporting analyst,0.84816074,reporting analyst,5938
5904,senior research analyst,0.907755,junior research analyst,5935
5904,senior research analyst,0.82608354,research analyst,5883
3850,senior research engineer,0.84187996,research engineer,3590
1317,senior research manager,0.82977515,research manager,875
4162,senior resident engineer,0.8121407,resident engineer,3462
6603,senior resource analyst,0.8546111,resource analyst,6383
6603,senior resource analyst,0.8169244,senior resource manager,1743
1743,senior resource manager,0.8362603,resource manager,639
1743,senior resource manager,0.8169244,senior resource analyst,6603
1391,senior restaurant manager,0.83572286,restaurant manager,341
6170,senior revenue analyst,0.8647989,revenue analyst,6051
6294,senior revenue cycle analyst,0.9205639,revenue cycle analyst,6213
4568,senior rf optimization engineer,0.8783362,rf optimization engineer,3509
6023,senior risk analyst,0.8096699,risk analyst,5907
5203,senior rotating equipment engineer,0.88291436,rotating equipment engineer,4197
6278,senior safety data analyst,0.9408255,junior safety data analyst,6250
6278,senior safety data analyst,0.91027176,safety data analyst,6149
3649,senior safety engineer,0.8431772,safety engineer,3428
1062,senior safety manager,0.8298082,safety manager,492
1761,senior sale account manager,0.8162189,sale account manager,493
4692,senior sale application engineer,0.887003,sale application engineer,3912
322,senior sale manager,0.8234909,junior sale manager,1293
3985,senior sale service engineer,0.85092896,sale service engineer,3585
6272,senior scientific analyst,0.93600667,junior scientific analyst,6480
6272,senior scientific analyst,0.8772481,scientific analyst,6000
5947,senior security analyst,0.8522906,security analyst,5906
3957,senior security engineer,0.8407835,security engineer,3550
1141,senior security manager,0.8267578,security manager,421
6166,senior seo analyst,0.8943056,junior seo analyst,6577
6166,senior seo analyst,0.83167154,seo analyst,5929
4420,senior server engineer,0.80206776,server engineer,3617
4599,senior server support engineer,0.87435377,server support engineer,3690
5390,senior service delivery engineer,0.906222,service delivery engineer,4255
5390,senior service delivery engineer,0.84279335,senior service delivery manager,1057
1057,senior service delivery manager,0.89901483,service delivery manager,363
1057,senior service delivery manager,0.84279335,senior service delivery engineer,5390
1057,senior service delivery manager,0.8197666,deputy manager service delivery manager,2503
6114,senior service desk analyst,0.88817596,service desk analyst,5910
4297,senior service desk engineer,0.87909997,service desk engineer,3506
4297,senior service desk engineer,0.8371478,service desk engineer l,4802
3424,senior service engineer,0.87086666,junior service engineer,3641
6495,senior setup configuration analyst,0.9449784,setup configuration analyst,6448
4155,senior shift engineer,0.8974784,junior shift engineer,4319
3492,senior site engineer,0.85801476,junior site engineer,3682
3492,senior site engineer,0.82702756,senior site engineer site execution,4093
4093,senior site engineer site execution,0.82702756,senior site engineer,3492
5290,senior site reliability engineer,0.9046201,site reliability engineer,3963
5290,senior site reliability engineer,0.82144654,reliability engineer,4006
3222,senior social medium manager,0.89717907,social medium manager,1246
115,senior software,0.8707506,senior software engineer,61
115,senior software,0.83044803,senior software analyst,29
29,senior software analyst,0.83044803,senior software,115
29,senior software analyst,0.8158656,software analyst,9
189,senior software architect,0.868069,software architect,66
92,senior software associate,0.85780394,software associate,24
47,senior software consultant,0.88961715,software consultant,25
117,senior software design engineer,0.9233083,senior software designer,150
117,senior software design engineer,0.8695807,software design engineer,89
150,senior software designer,0.9233083,senior software design engineer,117
150,senior software designer,0.8624353,software designer,60
4,senior software developer,0.91388196,junior software developer,10
4,senior software developer,0.86319375,software developer,1
4,senior software developer,0.83135396,senior software development manager,184
4,senior software developer,0.8202984,senior software development engineer,12
12,senior software development engineer,0.9016988,senior software development manager,184
12,senior software development engineer,0.88970214,software development engineer,6
12,senior software development engineer,0.8224433,software development engineer ii,64
12,senior software development engineer,0.8202984,senior software developer,4
12,senior software development engineer,0.80380374,software development engineer test,46
184,senior software development manager,0.9016988,senior software development engineer,12
184,senior software development manager,0.886518,software development manager,69
184,senior software development manager,0.83135396,senior software developer,4
61,senior software engineer,0.8778878,junior software engineer,13
61,senior software engineer,0.8707506,senior software,115
61,senior software engineer,0.8665591,r software engineer,128
61,senior software engineer,0.8144173,senior software engineer testing,8
76,senior software engineer product development,0.920888,software engineer product development,91
195,senior software engineer team leader,0.9103737,software engineer team leader,28
8,senior software engineer testing,0.8144173,senior software engineer,61
151,senior software executive,0.87849617,software executive,111
251,senior software hardware engineer,0.9175434,software hardware engineer,227
124,senior software professional,0.89933336,software professional,88
78,senior software programmer,0.93359816,junior software programmer,136
78,senior software programmer,0.8973666,software programmer,32
36,senior software qa engineer,0.8740754,software qa engineer,20
101,senior software quality analyst,0.89282894,software quality analyst,62
101,senior software quality analyst,0.81200624,senior software quality engineer,116
85,senior software quality assurance engineer,0.9228427,software quality assurance engineer,63
116,senior software quality engineer,0.88706636,software quality engineer,87
116,senior software quality engineer,0.81200624,senior software quality analyst,101
110,senior software specialist,0.8965561,software specialist,31
113,senior software support engineer,0.87613165,software support engineer,22
83,senior software test analyst,0.8550278,senior software tester,26
83,senior software test analyst,0.8527255,software test analyst,35
83,senior software test analyst,0.8328953,senior software test engineer,34
34,senior software test engineer,0.919854,senior software tester,26
34,senior software test engineer,0.9070803,junior software test engineer,94
34,senior software test engineer,0.8509359,softwaretest engineer,3
34,senior software test engineer,0.8328953,senior software test analyst,83
34,senior software test engineer,0.82671,junior software tester,105
26,senior software tester,0.919854,senior software test engineer,34
26,senior software tester,0.9022962,junior software tester,105
26,senior software tester,0.8550278,senior software test analyst,83
26,senior software tester,0.84216017,software tester,5
26,senior software tester,0.82826596,junior software test engineer,94
273,senior software trainer,0.80562776,software trainee,30
210,senior software validation engineer,0.9134903,software validation engineer,93
6270,senior solution analyst,0.8390501,solution analyst,6297
5774,senior solution architect,0.88779914,solution architect,5770
3708,senior solution engineer,0.8296737,solution engineer,3576
5758,senior sound engineer,0.80674213,sound engineer,4406
6124,senior sourcing analyst,0.8621894,sourcing analyst,6109
6244,senior spend analyst,0.81652784,spend analyst,6264
4352,senior staff engineer,0.83698285,staff engineer,3733
106,senior staff software engineer,0.8943447,staff software engineer,49
5467,senior static equipment engineer,0.8941765,static equipment engineer,4359
6529,senior statistical analyst,0.8561021,statistical analyst,6214
4073,senior storage engineer,0.8202576,storage engineer,3927
530,senior store manager,0.8600091,junior store manager,2741
4552,senior structural design engineer,0.8929853,structural design engineer,3620
4552,senior structural design engineer,0.8402618,senior manager structural design,3000
3738,senior structural engineer,0.907114,junior structural engineer,4170
3738,senior structural engineer,0.8387911,structural engineer,3456
5091,senior sub divisional engineer,0.90920144,sub divisional engineer,3980
6276,senior supply chain analyst,0.89023554,supply chain analyst,5971
6276,senior supply chain analyst,0.8558358,senior supply chain engineer,4473
6276,senior supply chain analyst,0.81022596,senior manager supply chain,831
4473,senior supply chain engineer,0.882098,supply chain engineer,4044
4473,senior supply chain engineer,0.8558358,senior supply chain analyst,6276
4473,senior supply chain engineer,0.83223367,senior manager supply chain,831
6105,senior support analyst,0.8090278,support analyst,5952
3521,senior support engineer,0.87199485,junior support engineer,3937
3826,senior survey engineer,0.8573836,survey engineer,3510
3826,senior survey engineer,0.80072904,survey engineer surveyor,4085
5898,senior system analyst,0.88420635,junior system analyst,6636
5816,senior system architect,0.82811666,system architect,5794
3382,senior system engineer,0.8773488,junior system engineer,4007
99,senior system software engineer,0.8715904,system software engineer,14
4524,senior system support engineer,0.86461467,system support engineer,3540
5984,senior tax analyst,0.820939,tax analyst,5909
834,senior team manager,0.80066144,team manager,332
1247,senior technical account manager,0.89002055,technical account manager,823
5937,senior technical analyst,0.88846165,junior technical analyst,6574
5937,senior technical analyst,0.8549843,technical analyst,5889
5776,senior technical architect,0.90898305,technical architect,5768
5776,senior technical architect,0.89081055,manager technical architect,2179
3693,senior technical engineer,0.8771424,junior technical engineer,4279
3693,senior technical engineer,0.83792263,technical engineer,3405
678,senior technical manager,0.833585,technical manager,359
1629,senior technical project manager,0.9016293,technical project manager,501
5329,senior technical solution engineer,0.9180796,technical solution engineer,4034
6084,senior technical support analyst,0.9185517,technical support analyst,5942
6084,senior technical support analyst,0.85414207,senior technical support engineer,3465
3465,senior technical support engineer,0.9235124,technical support engineer,3378
3465,senior technical support engineer,0.8723238,l technical support engineer,3496
3465,senior technical support engineer,0.85414207,senior technical support analyst,6084
3465,senior technical support engineer,0.801512,technical support engineer trainee,4793
6161,senior technology analyst,0.90709853,technology analyst,5879
5795,senior technology architect,0.93287796,technology architect,5772
3843,senior telecom engineer,0.8825895,junior telecom engineer,3746
3843,senior telecom engineer,0.8461983,telecom engineer,3449
4699,senior telecommunication engineer,0.91872996,telecommunication engineer,3638
5377,senior tendering engineer,0.8638825,tendering engineer,4022
1288,senior territory business manager,0.9311644,territory business manager,347
378,senior territory manager,0.8756903,territory manager,291
589,senior territory sale manager,0.90986514,territory sale manager,287
5908,senior test analyst,0.82466924,junior test analyst,6465
3391,senior test engineer,0.82104796,junior test engineer,3660
3391,senior test engineer,0.8183049,r test engineer,4444
3839,senior testing commissioning engineer,0.93374014,testing commissioning engineer,3565
1952,senior therapy business manager,0.9094982,therapy business manager,631
986,senior therapy manager,0.85320956,therapy manager,423
6488,senior threat analyst,0.8435228,threat analyst,6474
717,senior training manager,0.817835,training manager,360
6313,senior transaction analyst,0.8852751,transaction analyst,5974
2066,senior transition manager,0.8602196,transition manager,894
4139,senior transmission engineer,0.8951513,transmission engineer,3548
4139,senior transmission engineer,0.8438627,bs engineer transmission engineer,4958
6302,senior travel analyst,0.8615259,travel analyst,6086
4605,senior trc engineer,0.8134755,trc engineer,3629
4213,senior verification engineer,0.82024336,verification engineer,3898
1103,senior wealth manager,0.9229208,junior wealth manager,3169
2359,senior work manager,0.9014334,junior work manager,1896
5929,seo analyst,0.83167154,senior seo analyst,6166
3617,server engineer,0.90263534,l server engineer,5383
3617,server engineer,0.80206776,senior server engineer,4420
3690,server support engineer,0.87435377,senior server support engineer,4599
4129,service assurance engineer,0.83812135,service assurance manager,2091
2091,service assurance manager,0.83812135,service assurance engineer,4129
5408,service commissioning engineer,0.8047697,commissioning engineer,3531
6025,service delivery analyst,0.8063262,delivery analyst,6077
6025,service delivery analyst,0.8009634,service delivery manager,363
4255,service delivery engineer,0.906222,senior service delivery engineer,5390
4255,service delivery engineer,0.8072111,service delivery manager,363
363,service delivery manager,0.89901483,senior service delivery manager,1057
363,service delivery manager,0.854417,deputy manager service delivery manager,2503
